,year,series,count,rate,total
0,2000,Agriculture,134.0,0.09025000000000001,1493.8273941934394
1,2000,Business services,573.5,0.04783333333333333,12014.617720056462
2,2000,Construction,512.8333333333334,0.06325000000000001,8207.774542035266
3,2000,Education and Health,383.0,0.024500000000000004,15665.872631780885
4,2000,Finance,208.33333333333334,0.024166666666666666,8625.528304223955
5,2000,Government,422.3333333333333,0.021416666666666667,19861.963266575116
6,2000,Information,123.83333333333333,0.03200000000000001,3877.5795538473017
7,2000,Leisure and hospitality,719.75,0.06633333333333334,10857.260145694147
8,2000,Manufacturing,690.5833333333334,0.03458333333333335,19969.466447644812
9,2000,Mining and Extraction,21.25,0.044333333333333336,483.43319586091206
10,2000,Other,218.83333333333334,0.03891666666666666,5620.4756700187145
11,2000,Self-employed,218.66666666666666,0.02083333333333333,10511.932197514376
12,2000,Transportation and Utilities,193.5,0.03441666666666667,5617.561516230548
13,2000,Wholesale and Retail Trade,837.3333333333334,0.043000000000000003,19468.44046579833
14,2001,Agriculture,153.08333333333334,0.11283333333333333,1368.052326369719
15,2001,Business services,768.25,0.06124999999999999,12541.285416711127
16,2001,Construction,609.1666666666666,0.07066666666666667,8661.934627639335
17,2001,Education and Health,463.5,0.02833333333333334,16359.138999405965
18,2001,Finance,251.83333333333334,0.028666666666666674,8790.443419566056
19,2001,Government,430.4166666666667,0.02183333333333333,19738.249251807603
20,2001,Information,189.75,0.04883333333333334,3892.3622017331095
21,2001,Leisure and hospitality,833.0,0.075,11119.586803556385
22,2001,Manufacturing,991.5833333333334,0.05233333333333332,18995.399885321618
23,2001,Mining and Extraction,22.75,0.04233333333333334,532.7921060359034
24,2001,Other,228.66666666666666,0.039999999999999994,5716.339812825405
25,2001,Self-employed,217.75,0.020833333333333332,10467.44483936468
26,2001,Transportation and Utilities,236.41666666666666,0.04241666666666666,5576.628221253126
27,2001,Wholesale and Retail Trade,945.25,0.048666666666666664,19416.63774597968
28,2002,Agriculture,138.75,0.10266666666666668,1367.7059446336334
29,2002,Business services,1008.9166666666666,0.07874999999999999,12815.727426189793
30,2002,Construction,799.6666666666666,0.09199999999999998,8689.740324484563
31,2002,Education and Health,570.0833333333334,0.03358333333333335,17002.398122710623
32,2002,Finance,319.5833333333333,0.03550000000000001,8998.382168016715
33,2002,Government,512.25,0.025333333333333336,20235.871647977623
34,2002,Information,252.58333333333334,0.06924999999999999,3644.3221282915333
35,2002,Leisure and hospitality,960.75,0.08374999999999999,11476.950354246335
36,2002,Manufacturing,1205.0833333333333,0.06650000000000002,18098.114468586125
37,2002,Mining and Extraction,32.916666666666664,0.06299999999999999,522.4433161507094
38,2002,Other,300.9166666666667,0.051,5891.838437648923
39,2002,Self-employed,265.0,0.025833333333333337,10249.511485627076
40,2002,Transportation and Utilities,273.9166666666667,0.048999999999999995,5587.651112635245
41,2002,Wholesale and Retail Trade,1201.8333333333333,0.061000000000000006,19720.169085548925
42,2003,Agriculture,139.83333333333334,0.10391666666666666,1370.1282957761523
43,2003,Business services,1041.8333333333333,0.08241666666666665,12627.057639788116
44,2003,Construction,809.5833333333334,0.09341666666666666,8717.805528433873
45,2003,Education and Health,639.8333333333334,0.036250000000000004,17663.426689690274
46,2003,Finance,318.5833333333333,0.03491666666666668,9135.286937575835
47,2003,Government,567.5,0.02808333333333334,20230.436683791948
48,2003,Information,245.66666666666666,0.06816666666666667,3601.7102149333073
49,2003,Leisure and hospitality,1006.1666666666666,0.08741666666666666,11515.85370313291
50,2003,Manufacturing,1165.6666666666667,0.06591666666666668,17675.341640859435
51,2003,Mining and Extraction,36.916666666666664,0.06641666666666667,554.0851719372936
52,2003,Other,346.9166666666667,0.05733333333333334,6048.74834634389
53,2003,Self-employed,293.75,0.027416666666666662,10712.87056730605
54,2003,Transportation and Utilities,283.4166666666667,0.05266666666666667,5382.366581394704
55,2003,Wholesale and Retail Trade,1237.0,0.06000000000000002,20640.41846051248
56,2004,Agriculture,128.83333333333334,0.10075,1302.1159771749356
57,2004,Business services,860.9166666666666,0.06833333333333334,12607.292848801466
58,2004,Construction,769.0,0.08425,9173.642802581775
59,2004,Education and Health,617.0833333333334,0.03433333333333335,17971.28335331731
60,2004,Finance,332.4166666666667,0.03566666666666667,9315.730592498237
61,2004,Government,547.5833333333334,0.026583333333333337,20621.45542763296
62,2004,Information,188.66666666666666,0.05666666666666667,3329.1194264273513
63,2004,Leisure and hospitality,971.8333333333334,0.08316666666666665,11692.4136392153
64,2004,Manufacturing,965.5,0.05641666666666668,17104.305860965193
65,2004,Mining and Extraction,21.416666666666668,0.04008333333333334,541.5426658255543
66,2004,Other,324.5833333333333,0.052666666666666674,6166.538939751822
67,2004,Self-employed,302.4166666666667,0.027916666666666673,10819.643423133866
68,2004,Transportation and Utilities,235.75,0.04424999999999999,5332.309535375277
69,2004,Wholesale and Retail Trade,1197.25,0.057500000000000016,20831.275090824132
70,2005,Agriculture,104.25,0.08416666666666667,1266.4519432873606
71,2005,Business services,792.4166666666666,0.06233333333333335,12716.147952920566
72,2005,Construction,712.25,0.07450000000000002,9629.85009128454
73,2005,Education and Health,626.9166666666666,0.03416666666666668,18353.570367540957
74,2005,Finance,271.6666666666667,0.028750000000000008,9461.872670962053
75,2005,Government,534.25,0.025500000000000005,20953.677064726595
76,2005,Information,163.33333333333334,0.050666666666666665,3242.455401792579
77,2005,Leisure and hospitality,920.9166666666666,0.07758333333333334,11886.437682899845
78,2005,Manufacturing,811.75,0.048749999999999995,16650.339900460873
79,2005,Mining and Extraction,19.583333333333332,0.03150000000000001,626.5128503428995
80,2005,Other,300.75,0.047999999999999994,6269.637644391641
81,2005,Self-employed,297.9166666666667,0.02733333333333333,10923.687481096122
82,2005,Transportation and Utilities,232.25,0.04158333333333333,5592.477343062124
83,2005,Wholesale and Retail Trade,1136.8333333333333,0.05375000000000001,21171.98709506892
84,2006,Agriculture,95.08333333333333,0.07358333333333333,1326.7223759973774
85,2006,Business services,745.9166666666666,0.056500000000000015,13215.483066899076
86,2006,Construction,670.8333333333334,0.06683333333333334,10083.398742270876
87,2006,Education and Health,568.0833333333334,0.03008333333333334,18892.77697876836
88,2006,Finance,264.5,0.027250000000000007,9725.446388102799
89,2006,Government,473.3333333333333,0.022833333333333334,20751.303527896853
90,2006,Information,125.83333333333333,0.03741666666666666,3369.6537267585513
91,2006,Leisure and hospitality,865.4166666666666,0.07283333333333333,11908.305685180325
92,2006,Manufacturing,699.0,0.04191666666666666,16674.137987170147
93,2006,Mining and Extraction,22.166666666666668,0.03150000000000001,700.6096194669761
94,2006,Other,292.75,0.04675000000000001,6266.572653007045
95,2006,Self-employed,293.1666666666667,0.02675,10976.32528985892
96,2006,Transportation and Utilities,229.08333333333334,0.03991666666666668,5753.97598938662
97,2006,Wholesale and Retail Trade,1039.25,0.04933333333333333,21064.894372591716
98,2007,Agriculture,78.16666666666667,0.06233333333333333,1245.9456395567288
99,2007,Business services,739.75,0.05325,13903.767531694997
100,2007,Construction,757.1666666666666,0.07375000000000001,10277.113161647843
101,2007,Education and Health,575.0833333333334,0.029666666666666675,19417.511305540804
102,2007,Finance,289.3333333333333,0.02975000000000001,9717.982987883572
103,2007,Government,504.75,0.023333333333333334,21657.803245051768
104,2007,Information,120.41666666666667,0.035750000000000004,3361.0485507925428
105,2007,Leisure and hospitality,896.0,0.07366666666666666,12166.00054541357
106,2007,Manufacturing,706.1666666666666,0.042583333333333334,16585.676696412305
107,2007,Mining and Extraction,25.333333333333332,0.03425,735.6537664127563
108,2007,Other,240.58333333333334,0.03916666666666666,6147.519706331436
109,2007,Self-employed,308.6666666666667,0.028500000000000008,10851.093279161634
110,2007,Transportation and Utilities,233.5,0.03916666666666666,5961.226083344788
111,2007,Wholesale and Retail Trade,975.5,0.04716666666666667,20676.77484842012
112,2008,Agriculture,123.0,0.09266666666666666,1336.2468048433486
113,2008,Business services,921.5833333333334,0.06558333333333333,14050.65275982921
114,2008,Construction,1029.8333333333333,0.10599999999999998,9723.603122642588
115,2008,Education and Health,698.0833333333334,0.034916666666666665,19958.832819795854
116,2008,Finance,380.0,0.0395,9620.462689580336
117,2008,Government,534.1666666666666,0.02441666666666667,21907.081853282052
118,2008,Information,166.5,0.05016666666666666,3325.7779862409056
119,2008,Leisure and hospitality,1101.6666666666667,0.08641666666666666,12740.460909722546
120,2008,Manufacturing,945.25,0.05758333333333334,16446.357422455745
121,2008,Mining and Extraction,25.333333333333332,0.030833333333333338,826.6596136952174
122,2008,Other,331.75,0.05266666666666666,6294.158185088526
123,2008,Self-employed,382.9166666666667,0.03641666666666666,10549.672606230231
124,2008,Transportation and Utilities,311.9166666666667,0.05133333333333332,6089.002725024823
125,2008,Wholesale and Retail Trade,1205.3333333333333,0.05841666666666667,20602.849478117685
126,2009,Agriculture,199.5,0.1439166666666667,1391.84626928775
127,2009,Business services,1522.5833333333333,0.108,14100.556465535099
128,2009,Construction,1770.4166666666667,0.1905,9297.05192540165
129,2009,Education and Health,1100.1666666666667,0.05266666666666666,20877.060334972997
130,2009,Finance,598.3333333333334,0.064,9353.047911747786
131,2009,Government,798.8333333333334,0.03616666666666667,22062.426455405584
132,2009,Information,294.25,0.09225,3184.8521710106693
133,2009,Leisure and hospitality,1542.8333333333333,0.11683333333333334,13205.329907400353
134,2009,Manufacturing,1889.6666666666667,0.12075000000000001,15648.200437513347
135,2009,Mining and Extraction,90.25,0.11658333333333336,778.1725724986196
136,2009,Other,476.8333333333333,0.07508333333333332,6346.643423077804
137,2009,Self-employed,577.3333333333334,0.055,10510.519046803998
138,2009,Transportation and Utilities,524.75,0.08883333333333332,5910.626695541595
139,2009,Wholesale and Retail Trade,1844.1666666666667,0.09033333333333332,20418.32323363599
140,2010,Agriculture,301.5,0.2005,1504.4575966436919
141,2010,Business services,1677.0,0.11549999999999999,14520.27027027027
142,2010,Construction,2317.0,0.259,8943.14056500889
143,2010,Education and Health,1187.5,0.055499999999999994,21396.103896103898
144,2010,Finance,665.5,0.07050000000000001,9439.696969696968
145,2010,Government,914.0,0.041499999999999995,22023.25581395349
146,2010,Information,306.5,0.1,3065.0
147,2010,Leisure and hospitality,1700.5,0.1345,12639.514250859487
148,2010,Manufacturing,1866.0,0.1255,14872.790845518117
149,2010,Mining and Extraction,73.5,0.099,742.7852521310465
150,2010,Other,606.0,0.0995,6090.454545454546
151,2010,Self-employed,705.0,0.0685,10300.213675213674
152,2010,Transportation and Utilities,624.0,0.109,5721.365360303413
153,2010,Wholesale and Retail Trade,2112.5,0.10250000000000001,20612.142857142855
